,Name,Commit,Runtime,Hostname,Notes,GPU Type,Sweep,Tags,End Time,Created,State,Group,epochs,lr,max_len,model_name,batch_size,epoch,fold_accuracy,fold_f1,fold_precision,fold_recall,mean_accuracy,mean_f1,mean_precision,mean_recall,std_accuracy,std_f1,std_precision,std_recall,train_acc_epoch,train_acc_step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,train_precision_epoch,train_precision_step,train_recall_epoch,train_recall_step,val_acc,val_f1,val_loss,val_precision,val_recall,fold_loss,fold_roc_auc,mean_loss,mean_roc_auc,std_loss,std_roc_auc,train_acc,train_f1,train_loss,trainer/global_step,val_acc_epoch,val_acc_step,val_f1_epoch,val_f1_step,val_loss_epoch,val_loss_step,model_size,model_architecture,model_type
129,icy-sweep-163,73076ced08b736bea3953de695094490d16f8b8d,483,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T05:14:21.000Z,2023-09-02T05:06:18.000Z,finished,,5,3e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.541345953941345,0.536876082420349,0.542109131813049,0.541345953941345,0.534002363681793,0.530367863178253,0.534422969818115,0.534002363681793,0.010505567750074,0.00963276413620436,0.0107037098084998,0.010505567750074,0.517423629760742,0.416666686534881,0.514548063278198,0.413865566253662,0.694742262363433,0.69611370563507,0.517435729503631,0.414529919624328,0.517423629760742,0.416666686534881,0.541345953941345,0.536876082420349,0.688944041728973,0.542109131813049,0.541345953941345,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
130,grateful-sweep-223,73076ced08b736bea3953de695094490d16f8b8d,535,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T08:25:32.000Z,2023-09-02T08:16:37.000Z,finished,,5,3e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.554273724555969,0.552675902843475,0.554357051849365,0.554273724555969,0.532500576972961,0.529854083061218,0.532507789134979,0.532500576972961,0.01602340338248,0.0159869638845649,0.015902619049931,0.01602340338248,0.524005711078643,0.418749988079071,0.521476507186889,0.418749988079071,0.692119657993316,0.705817759037017,0.524221777915954,0.418749988079071,0.524005711078643,0.418749988079071,0.554273724555969,0.552675902843475,0.688077509403228,0.554357051849365,0.554273724555969,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
131,clear-sweep-109,73076ced08b736bea3953de695094490d16f8b8d,454,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T02:23:33.000Z,2023-09-02T02:15:59.000Z,finished,,5,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.548033535480499,0.537620246410369,0.550995945930481,0.548033535480499,0.537300741672515,0.529559600353241,0.538703823089599,0.537300741672515,0.0172052670924166,0.0198070734920783,0.0170380669003868,0.0172052670924166,0.530113816261291,0.452083349227905,0.526768326759338,0.451612889766693,0.6913583278656,0.707365274429321,0.530493021011352,0.452083349227905,0.530113816261291,0.452083349227905,0.548033535480499,0.537620246410369,0.688356041908264,0.550995945930481,0.548033535480499,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
132,rich-sweep-14,2fada57c78a7382d583f7bff086c9b93d4302595,8820,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,mfyrz11r,,2023-09-12T13:42:19.000Z,2023-09-12T11:15:19.000Z,finished,,4,2e-05,128,chavinlo/gpt4-x-alpaca,,4,0.54896855354309,0.530882716178894,0.550336778163909,0.54896855354309,0.546892654895782,0.529305303096771,0.547109317779541,0.546892654895782,0.0199819696659713,0.0205795184227596,0.0200700378434387,0.0199819696659713,0.576180517673492,0.400000005960464,0.551170289516449,0.389140278100967,0.673557817935943,0.712060093879699,0.583283245563507,0.410714298486709,0.576180517673492,0.400000005960464,0.54896855354309,0.530882716178894,0.680547475814819,0.550336778163909,0.54896855354309,,,,,,,,,,4,,,,,,,13000000000,decoder,general_purpose_models
133,sweet-sweep-327,73076ced08b736bea3953de695094490d16f8b8d,559,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T14:27:15.000Z,2023-09-02T14:17:56.000Z,finished,,5,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.548187673091888,0.537556648254394,0.551850020885467,0.548187673091888,0.535036063194274,0.529255867004394,0.536339092254638,0.535036063194274,0.0136908579369574,0.0132218107788333,0.0142295240416779,0.0136908579369574,0.531671106815338,0.518750011920929,0.528725445270538,0.514106571674346,0.69144719839096,0.690929949283599,0.531677544116973,0.519230782985687,0.531671106815338,0.518750011920929,0.548187673091888,0.537556648254394,0.685132563114166,0.551850020885467,0.548187673091888,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
134,elated-sweep-142,73076ced08b736bea3953de695094490d16f8b8d,338,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T04:07:26.000Z,2023-09-02T04:01:48.000Z,finished,,5,2e-05,128,ProsusAI/finbert,,5,0.517219543457031,0.515757739543914,0.517483472824096,0.517219543457031,0.53162088394165,0.528933441638946,0.532001519203186,0.53162088394165,0.0128856607623712,0.0124941185099656,0.0131779554673085,0.0128856607623712,0.525087714195251,0.610416650772094,0.521363139152526,0.609243750572204,0.693143486976623,0.662915706634521,0.525242388248443,0.613247871398925,0.525087714195251,0.610416650772094,0.517219543457031,0.515757739543914,0.690873801708221,0.517483472824096,0.517219543457031,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
135,curious-sweep-2,2fada57c78a7382d583f7bff086c9b93d4302595,32115,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,mfyrz11r,,2023-09-11T01:19:39.000Z,2023-09-10T16:24:24.000Z,finished,,4,3e-05,128,chavinlo/gpt4-x-alpaca,,4,0.590770423412323,0.57261061668396,0.594857454299926,0.590770423412323,0.555222189426422,0.528687644004821,0.558541810512542,0.555222189426422,0.0233445994984592,0.0264679768972858,0.0256350203917252,0.0233445994984592,0.587901949882507,0.5,0.559379696846008,0.464285731315612,0.665801525115966,0.724343478679657,0.598619759082794,0.5,0.587901949882507,0.5,0.590770423412323,0.57261061668396,0.664153218269348,0.594857454299926,0.590770423412323,,,,,,,,,,4,,,,,,,13000000000,decoder,general_purpose_models
136,golden-sweep-160,73076ced08b736bea3953de695094490d16f8b8d,476,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T05:06:12.000Z,2023-09-02T04:58:16.000Z,finished,,5,3e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.545061290264129,0.537901997566223,0.546193122863769,0.545061290264129,0.532524812221527,0.528576028347015,0.533210623264312,0.532524812221527,0.0131146204926218,0.0130978798194996,0.0132911112524469,0.0131146204926218,0.528625130653381,0.518750011920929,0.52619594335556,0.514106571674346,0.693073987960815,0.708196580410003,0.528829216957092,0.519230782985687,0.528625130653381,0.518750011920929,0.545061290264129,0.537901997566223,0.688430070877075,0.546193122863769,0.545061290264129,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
137,desert-sweep-347,73076ced08b736bea3953de695094490d16f8b8d,565,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T15:49:06.000Z,2023-09-02T15:39:41.000Z,finished,,5,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.540388464927673,0.530865609645843,0.543907761573791,0.540388464927673,0.534040057659149,0.528535735607147,0.534781575202941,0.534040057659149,0.0159405157080418,0.0156698073290689,0.0162810414895868,0.0159405157080418,0.529096722602844,0.449999988079071,0.525148391723632,0.449320793151855,0.691958963871002,0.690853476524353,0.529858171939849,0.449579834938049,0.529096722602844,0.449999988079071,0.540388464927673,0.530865609645843,0.687709808349609,0.543907761573791,0.540388464927673,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
138,light-sweep-332,73076ced08b736bea3953de695094490d16f8b8d,564,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T14:45:31.000Z,2023-09-02T14:36:07.000Z,finished,,5,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.548664927482605,0.54434847831726,0.550509095191955,0.548664927482605,0.531354415416717,0.528170228004455,0.531740248203277,0.531354415416717,0.0115844369686303,0.0110829956972859,0.0120866110205609,0.0115844369686303,0.519518911838531,0.647916674613952,0.516254186630249,0.643678188323974,0.692326545715332,0.662283897399902,0.519482493400573,0.6517094373703,0.519518911838531,0.647916674613952,0.548664927482605,0.54434847831726,0.685698926448822,0.550509095191955,0.548664927482605,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
139,lilac-sweep-13,62de18e4669987e7d50e9cb58a32ac674535f2fb,9194,otiefy,-,Tesla K80,5tgsh1kw,,2023-08-14T19:41:09.000Z,2023-08-14T17:07:55.000Z,finished,,5,2e-05,64,raruidol/ArgumentMining-EN-CN-ARI-Essay-Fin,,5,0.547875881195068,0.543736457824707,0.549261152744293,0.547875881195068,0.533604764938354,0.528027093410491,0.535063409805297,0.533604764938354,0.00982033197588901,0.0103830825812422,0.0101170452698208,0.00982033197588901,0.521059870719909,0.504999995231628,0.516389071941375,0.503761172294616,0.694175124168396,0.702986419200897,0.521480500698089,0.505110323429107,0.521059870719909,0.504999995231628,0.547875881195068,0.543736457824707,0.68793123960495,0.549261152744293,0.547875881195068,,,,,,,,,,4,,,,,,,561000000,encoder,debate_based_models
140,astral-sweep-244,73076ced08b736bea3953de695094490d16f8b8d,534,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T09:42:34.000Z,2023-09-02T09:33:40.000Z,finished,,5,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.54872190952301,0.542698323726654,0.550963282585144,0.54872190952301,0.53242689371109,0.527471482753753,0.533355009555816,0.53242689371109,0.0193077946928548,0.019648671520004,0.0198788466823835,0.0193077946928548,0.523766875267028,0.581250011920929,0.520064115524292,0.580645143985748,0.692957818508148,0.685449004173278,0.524187982082366,0.581250011920929,0.523766875267028,0.581250011920929,0.54872190952301,0.542698323726654,0.687439560890197,0.550963282585144,0.54872190952301,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
141,vocal-sweep-13,73076ced08b736bea3953de695094490d16f8b8d,284,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-01T21:44:38.000Z,2023-09-01T21:39:54.000Z,finished,,5,3e-05,128,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.549988508224487,0.54810082912445,0.55036187171936,0.549988508224487,0.529499542713165,0.525784164667129,0.529817306995391,0.529499542713165,0.022492143177002,0.0227945646864222,0.0227730382854257,0.022492143177002,0.520855605602264,0.550000011920929,0.518350601196289,0.547916650772094,0.692894577980041,0.678672909736633,0.521177470684051,0.55042016506195,0.520855605602264,0.550000011920929,0.549988508224487,0.54810082912445,0.687716662883758,0.55036187171936,0.549988508224487,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
142,upbeat-sweep-401,73076ced08b736bea3953de695094490d16f8b8d,582,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T19:06:14.000Z,2023-09-02T18:56:32.000Z,finished,,5,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.543311238288879,0.540565967559814,0.543590247631073,0.543311238288879,0.528251600265502,0.525583565235137,0.528411519527435,0.528251600265502,0.0216534838737166,0.021267363988326,0.0220024516383742,0.0216534838737166,0.523999512195587,0.583333373069763,0.520239770412445,0.578892350196838,0.692251622676849,0.671173870563507,0.524104237556457,0.585470080375671,0.523999512195587,0.583333373069763,0.543311238288879,0.540565967559814,0.688457787036895,0.543590247631073,0.543311238288879,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
143,bright-sweep-369,73076ced08b736bea3953de695094490d16f8b8d,392,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T17:04:45.000Z,2023-09-02T16:58:13.000Z,finished,,4,5e-05,128,ahmedrachid/FinancialBERT-Sentiment-Analysis,,4,0.548342764377594,0.541121184825897,0.551196455955505,0.548342764377594,0.530128705501556,0.525490832328796,0.531072986125946,0.530128705501556,0.0129910142288875,0.0111557484010031,0.0140243131719298,0.0129910142288875,0.523383557796478,0.647916674613952,0.520353078842163,0.643678188323974,0.692521154880523,0.671501815319061,0.523689091205596,0.6517094373703,0.523383557796478,0.647916674613952,0.548342764377594,0.541121184825897,0.688464343547821,0.551196455955505,0.548342764377594,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
144,stellar-sweep-287,73076ced08b736bea3953de695094490d16f8b8d,467,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T12:02:39.000Z,2023-09-02T11:54:52.000Z,finished,,4,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,4,0.555596828460693,0.543052196502685,0.561267912387847,0.555596828460693,0.532262134552002,0.525284421443939,0.533967006206512,0.532262134552002,0.0125284869357508,0.0106719903742156,0.0143347856074628,0.0125284869357508,0.537304401397705,0.583333373069763,0.533894419670105,0.578892350196838,0.690454840660095,0.672678112983703,0.537545382976532,0.585470080375671,0.537304401397705,0.583333373069763,0.555596828460693,0.543052196502685,0.686779022216796,0.561267912387847,0.555596828460693,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
145,upbeat-sweep-306,73076ced08b736bea3953de695094490d16f8b8d,555,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T13:09:20.000Z,2023-09-02T13:00:05.000Z,finished,,5,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.539010345935821,0.532692909240722,0.541146874427795,0.539010345935821,0.530885255336761,0.52522884607315,0.531937158107757,0.530885255336761,0.0131646357228009,0.0147521260379545,0.0134761627016576,0.0131646357228009,0.528218686580658,0.647916674613952,0.524107992649078,0.643678188323974,0.691571950912475,0.648107469081878,0.528838813304901,0.6517094373703,0.528218686580658,0.647916674613952,0.539010345935821,0.532692909240722,0.689261734485626,0.541146874427795,0.539010345935821,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
146,dark-sweep-320,73076ced08b736bea3953de695094490d16f8b8d,560,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T14:02:28.000Z,2023-09-02T13:53:08.000Z,finished,,5,3e-05,256,ProsusAI/finbert,,5,0.530756711959838,0.520419478416442,0.532761335372924,0.530756711959838,0.529880845546722,0.525063669681549,0.530387759208679,0.529880845546722,0.0147471934155991,0.0148570868621287,0.0147815974308877,0.0147471934155991,0.530857682228088,0.483333349227905,0.526463150978088,0.483333349227905,0.691905319690704,0.696224749088287,0.531379163265228,0.483333349227905,0.530857682228088,0.483333349227905,0.530756711959838,0.520419478416442,0.687740623950958,0.532761335372924,0.530756711959838,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
147,whole-sweep-337,73076ced08b736bea3953de695094490d16f8b8d,569,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T15:07:10.000Z,2023-09-02T14:57:41.000Z,finished,,5,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.5457284450531,0.539144873619079,0.547407746315002,0.5457284450531,0.529726791381836,0.524963468313217,0.53034633398056,0.529726791381836,0.018718689171706,0.0176611951995593,0.0190437191707662,0.018718689171706,0.525164783000946,0.512499988079071,0.52114713191986,0.507936537265777,0.693840861320495,0.673909723758697,0.525289177894592,0.513157904148101,0.525164783000946,0.512499988079071,0.5457284450531,0.539144873619079,0.686316192150116,0.547407746315002,0.5457284450531,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
148,zesty-sweep-54,73076ced08b736bea3953de695094490d16f8b8d,387,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-01T23:31:56.000Z,2023-09-01T23:25:29.000Z,finished,,5,3e-05,256,ProsusAI/finbert,,5,0.532559990882873,0.52416181564331,0.533267498016357,0.532559990882873,0.529032838344573,0.524272358417511,0.529389369487762,0.529032838344573,0.012341872341864,0.0130077010293425,0.0127024551145205,0.012341872341864,0.529046416282653,0.577083349227905,0.525016546249389,0.573544979095459,0.690995037555694,0.694782137870788,0.529466271400451,0.581140339374542,0.529046416282653,0.577083349227905,0.532559990882873,0.52416181564331,0.689517140388488,0.533267498016357,0.532559990882873,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
149,effortless-sweep-241,73076ced08b736bea3953de695094490d16f8b8d,432,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T09:27:25.000Z,2023-09-02T09:20:13.000Z,finished,,4,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,4,0.549771547317504,0.545625329017639,0.551165759563446,0.549771547317504,0.527225589752197,0.523974061012268,0.527493441104888,0.527225589752197,0.0168654713538253,0.0169612148745688,0.0171547606694453,0.0168654713538253,0.528061211109161,0.612500011920929,0.525309741497039,0.612500011920929,0.691601514816284,0.672114551067352,0.528273224830627,0.612500011920929,0.528061211109161,0.612500011920929,0.549771547317504,0.545625329017639,0.689331352710723,0.551165759563446,0.549771547317504,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
150,earnest-sweep-64,73076ced08b736bea3953de695094490d16f8b8d,401,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T00:04:06.000Z,2023-09-01T23:57:25.000Z,finished,,5,3e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.530415058135986,0.524931788444519,0.531186163425445,0.530415058135986,0.526968705654144,0.523909318447113,0.527196824550628,0.526968705654144,0.0142986961214921,0.0139010649149717,0.0143280698642003,0.0142986961214921,0.523804783821106,0.387499988079071,0.52109009027481,0.38709676265716497,0.692527472972869,0.709197163581848,0.523963928222656,0.387499988079071,0.523804783821106,0.387499988079071,0.530415058135986,0.524931788444519,0.690372705459594,0.531186163425445,0.530415058135986,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
151,eager-sweep-296,73076ced08b736bea3953de695094490d16f8b8d,535,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T12:36:23.000Z,2023-09-02T12:27:28.000Z,finished,,5,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.538155794143676,0.523333609104156,0.542821168899536,0.538155794143676,0.532027673721313,0.523767459392547,0.533634161949157,0.532027673721313,0.0106048011663936,0.011497698701585,0.0109913257343405,0.0106048011663936,0.532389640808105,0.550000011920929,0.528559148311615,0.547916650772094,0.691368758678436,0.690272808074951,0.53260588645935,0.55042016506195,0.532389640808105,0.550000011920929,0.538155794143676,0.523333609104156,0.689020693302154,0.542821168899536,0.538155794143676,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
152,major-sweep-50,73076ced08b736bea3953de695094490d16f8b8d,327,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-01T23:18:49.000Z,2023-09-01T23:13:22.000Z,finished,,4,3e-05,256,ProsusAI/finbert,,4,0.536099374294281,0.532920539379119,0.536487579345703,0.536099374294281,0.528042834997177,0.523491764068603,0.528035640716552,0.528042834997177,0.016856779071602,0.0198806734324318,0.0170719167624285,0.016856779071602,0.522156119346618,0.514583349227905,0.517440855503082,0.514106571674346,0.695658564567565,0.688045501708984,0.522262275218963,0.514705896377563,0.522156119346618,0.514583349227905,0.536099374294281,0.532920539379119,0.690094113349914,0.536487579345703,0.536099374294281,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
153,robust-sweep-12,73076ced08b736bea3953de695094490d16f8b8d,484,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-01T21:41:28.000Z,2023-09-01T21:33:24.000Z,finished,,5,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.545050203800201,0.541169762611389,0.546276152133941,0.545050203800201,0.526244497299194,0.523461955785751,0.526501017808914,0.526244497299194,0.0209000383168877,0.0202619238691469,0.0211355018593656,0.0209000383168877,0.529767155647277,0.612500011920929,0.525786519050598,0.612500011920929,0.691746354103088,0.680779814720153,0.529824912548065,0.612500011920929,0.529767155647277,0.612500011920929,0.545050203800201,0.541169762611389,0.687463581562042,0.546276152133941,0.545050203800201,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
154,polished-sweep-66,73076ced08b736bea3953de695094490d16f8b8d,447,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T00:11:34.000Z,2023-09-02T00:04:07.000Z,finished,,4,3e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,4,0.513291180133819,0.504528224468231,0.513915061950683,0.513291180133819,0.527874815464019,0.523356294631958,0.528256654739379,0.527874815464019,0.0121655265279049,0.012889803883354,0.0122996266223574,0.0121655265279049,0.522358357906341,0.454166680574417,0.519041359424591,0.449320793151855,0.694117903709411,0.718496143817901,0.52246356010437,0.45299145579338,0.522358357906341,0.454166680574417,0.513291180133819,0.504528224468231,0.690473437309265,0.513915061950683,0.513291180133819,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
155,magic-sweep-73,73076ced08b736bea3953de695094490d16f8b8d,341,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T00:30:40.000Z,2023-09-02T00:24:59.000Z,finished,,4,3e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,4,0.534408867359161,0.526923179626464,0.536552846431732,0.534408867359161,0.529026746749877,0.523288893699646,0.529906785488128,0.529026746749877,0.0070702750627811,0.00939045856039684,0.00690132538643322,0.0070702750627811,0.517401039600372,0.545833349227905,0.515437245368957,0.54411768913269,0.693311870098114,0.687518239021301,0.517428815364837,0.547008574008941,0.517401039600372,0.545833349227905,0.534408867359161,0.526923179626464,0.691290020942688,0.536552846431732,0.534408867359161,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
156,hearty-sweep-343,73076ced08b736bea3953de695094490d16f8b8d,555,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T15:30:16.000Z,2023-09-02T15:21:01.000Z,finished,,5,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.529131293296814,0.526853740215301,0.5295130610466,0.529131293296814,0.52741060256958,0.523172497749328,0.527781784534454,0.52741060256958,0.0155391430010199,0.0153798029536138,0.0159919073629126,0.0155391430010199,0.533209502696991,0.422916680574417,0.529262065887451,0.413865566253662,0.691034317016601,0.69608736038208,0.533505320549011,0.418859660625457,0.533209502696991,0.422916680574417,0.529131293296814,0.526853740215301,0.689392507076263,0.5295130610466,0.529131293296814,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
157,earthy-sweep-25,73076ced08b736bea3953de695094490d16f8b8d,262,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-01T22:08:51.000Z,2023-09-01T22:04:29.000Z,finished,,4,2e-05,128,ProsusAI/finbert,,4,0.51616758108139,0.514685988426208,0.516432881355285,0.51616758108139,0.526603436470031,0.523100733757019,0.52698962688446,0.526603436470031,0.010676647781063,0.0104350195354951,0.0108533062659298,0.010676647781063,0.522845685482025,0.545833349227905,0.520187735557556,0.54411768913269,0.693289816379547,0.699007391929626,0.523036420345306,0.547008574008941,0.522845685482025,0.545833349227905,0.51616758108139,0.514685988426208,0.69203633069992,0.516432881355285,0.51616758108139,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
158,hardy-sweep-359,73076ced08b736bea3953de695094490d16f8b8d,572,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T16:33:30.000Z,2023-09-02T16:23:58.000Z,finished,,5,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.545699179172515,0.539205729961395,0.547532379627227,0.545699179172515,0.5264244556427,0.522949737310409,0.52693942785263,0.5264244556427,0.022336136055822,0.021676021529378,0.0225437543007923,0.022336136055822,0.527083098888397,0.516666650772094,0.522983908653259,0.51612901687622,0.692240417003631,0.68738454580307,0.527563452720642,0.516666650772094,0.527083098888397,0.516666650772094,0.545699179172515,0.539205729961395,0.687659323215484,0.547532379627227,0.545699179172515,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
159,crimson-sweep-364,73076ced08b736bea3953de695094490d16f8b8d,501,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T16:48:24.000Z,2023-09-02T16:40:03.000Z,finished,,4,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,4,0.537830829620361,0.529269695281982,0.539949774742126,0.537830829620361,0.52736257314682,0.522872722148895,0.52788233757019,0.52736257314682,0.0174276054652892,0.0175027413718161,0.0176192135234339,0.0174276054652892,0.522879779338836,0.645833373069763,0.519142150878906,0.645161271095275,0.692145645618438,0.671721041202545,0.523304879665374,0.645833373069763,0.522879779338836,0.645833373069763,0.537830829620361,0.529269695281982,0.688177704811096,0.539949774742126,0.537830829620361,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
160,glorious-sweep-63,73076ced08b736bea3953de695094490d16f8b8d,399,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T00:01:47.000Z,2023-09-01T23:55:08.000Z,finished,,5,3e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,5,0.539225220680236,0.535661280155181,0.539654195308685,0.539225220680236,0.526025307178497,0.522564101219177,0.526172542572021,0.526025307178497,0.0112548723234367,0.0114765080713472,0.011548266447994,0.0112548723234367,0.514884650707244,0.483333349227905,0.511442899703979,0.483333349227905,0.694696187973022,0.681946158409118,0.515036821365356,0.483333349227905,0.514884650707244,0.483333349227905,0.539225220680236,0.535661280155181,0.689744412899017,0.539654195308685,0.539225220680236,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
161,upbeat-sweep-167,73076ced08b736bea3953de695094490d16f8b8d,414,compute-container-otiefy-77756f7f5b-7vhck,-,NVIDIA A100 80GB PCIe,jmvd1her,,2023-09-02T05:29:33.000Z,2023-09-02T05:22:39.000Z,finished,,4,5e-05,256,ahmedrachid/FinancialBERT-Sentiment-Analysis,,4,0.540743827819824,0.530960202217102,0.543332815170288,0.540743827819824,0.528718078136444,0.522223496437072,0.529851460456848,0.528718078136444,0.0130499132376213,0.0143344264818695,0.0134114369772022,0.0130499132376213,0.528541207313537,0.608333349227905,0.525177240371704,0.602564096450805,0.691706418991088,0.661565840244293,0.528725147247314,0.618181824684143,0.528541207313537,0.608333349227905,0.540743827819824,0.530960202217102,0.68970251083374,0.543332815170288,0.540743827819824,,,,,,,,,,4,,,,,,,110000000,encoder,financial_base_models
